SCH Number,Lead Agency Name,Lead Agency Title,Lead Agency Acronym,Document Title,Document Type,Received,Posted,Document Description,Document Portal URL,Project Title,Contact Full Name,Contact Authority,Contact Job Title,Contact Email Address,Contact Address  1,Contact Address  2,Contact City,Contact State,Contact Zip Code,Contact Phone Number,Location Coordinates,Cities,Counties,County Clerks,Location Cross Streets,Location Zip Code,Location Total Acres,Location Parcel Number,Location State Highways,Location Waterways,Location Airports,NOC Has Non Late Comment,NOC State Review Start Date,NOC State Review End Date,NOC Development Type,NOC Local Action,NOC Project Issues,NOC Public Review Start Date,NOC Public Review End Date,NOE Exempt Status,NOE Exempt Citation,NOE Reasons for Exemption,NOD Agency,NOD Approved By Lead Agency,NOD Approved Date,NOD Significant Environmental Impact,NOD Environmental Impact Report Prepared,NOD Negative Declaration Prepared,NOD Other Document Type,NOD Mitigation Measures,NOD Mitigation Reporting Or Monitoring Plan,NOD Statement Of Overriding Considerations Adopted,NOD Findings Made Pursuant,NOD Final EIR Available Location
2012051050,"Lancaster, City of",City of Lancaster,,CUP 11-07 (Western Antelope Dry Ranch),MND,5/16/2012,,The proposed project is a 10 megawatt photovoltaic solar electric generating facility on approximately 40 acres of fallow agricultural land.  The proposed project would employ PV modules that convert sunlight into electrical energy without the use of heat transfer fluid or cooling water.  The facility would include a 66-kilovolt generation tie line for interconnecting the electrical output of the project to the regional transmission system.  This line would connect the project site to the Antelope Substation along Avenue J.,https://ceqanet.opr.ca.gov/2012051050,CUP 11-07 (Western Antelope Dry Ranch),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,110th Street West and Avenue J,93536,40,3267-011-001,,,,Yes,5/16/2012,6/14/2012,Other,Use Permit,"Air Quality, Biological Resources, Cultural Resources, Geology/Soils, Land Use/Planning, Noise, Transportation",,,,,,,,,,,,,,,,,
2012031050,"Lancaster, City of",City of Lancaster,,"Topco Solar (CUP 12-02, GPA 12-01, ZC 12-01)",MND,3/14/2012,,The proposed project consists of the construction and operation of five photovoltaic (PV) solar electric generating fields/ facilities on two sites for a total of 7.5 megawatts.  Each field consists of rows of photovoltaic panels which are fixed in position.  These photovoltaic panels convert sunlight directly into electrical energy without the use of heat transfer fluid or cooling water.  Wrought-iron fencing would surround each project site and a 10-foot landscaped area would be provided between the fence and property line to screen the development from surrounding uses.  A new driveway from Kettering Street to the Desert Winds Continuation School parking lot will be provided along the school's western boundary.,https://ceqanet.opr.ca.gov/2012031050,"Topco Solar (CUP 12-02, GPA 12-01, ZC 12-01)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"Division St, Avenue H-8, 3rd St East, Kattering Street",93534,25,"3142-010-901, 3176-005-914",Hwy 14,Amargosa Creek,,No,3/14/2012,4/12/2012,Other,"General Plan Amendment, Rezone, Use Permit","Air Quality, Biological Resources, Cultural Resources, Hazards & Hazardous Materials, Land Use/Planning, Noise",,,,,,,,,,,,,,,,,
2012021053,"Lancaster, City of",City of Lancaster,,Avenue L Widening,NEG,2/24/2012,,The proposed project is to widen Avenue L between 15th Street West and 30th Street West and close the mixed flow lane gaps to bring the major arterial segment to three continuous lanes in each direction improving capacity.  The project will also provide continuous pedestrian access and bike lanes to improve the safety and efficiency of the corridor.  The project will construct center medians to reduce cut through traffic and to help beautify the alignment with stamped concrete and landscaping.  Right of way acquisition will be required but is assumed to be provided to the City by developers at minimal cost to the City.  Proposed widening will include encroachment onto disturbed unpaved shoulders and disturbed undeveloped lots.  Grading activities will be required to bring existing grade down to the proposed street level.,https://ceqanet.opr.ca.gov/2012021053,Avenue L Widening,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,"Avenue L, 15th Street West, 30th Street West",93534,,,Hwy 14,,,No,2/24/2012,3/26/2012,Other,,"Air Quality, Land Use/Planning, Noise, Transportation",,,,,,,,,,,,,,,,,
2011121063,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 11-11,MND,12/19/2011,,Construction and operation of a 1.5 megawatt solar electric generating facility.,https://ceqanet.opr.ca.gov/2011121063,Conditional Use Permit 11-11,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"23rd St. West, 25th St. West and Avenue L-12",93534,23,3109-014-051,Hwy 14,,,No,12/19/2011,1/17/2012,Other,Use Permit,"Aesthetics, Air Quality, Biological Resources, Geology/Soils, Land Use/Planning, Noise, Vegetation",,,,,,,,,,,,,,,,,
2010091067,"Lancaster, City of",City of Lancaster,,Avenue M Drainage Basin,NOD,11/9/2011,11/9/2011,The existing storm drain in 30th Street West currently outlets onto undeveloped Paraclete High School property at the northwest corner of Avenue M and 30th Street West. This outlet will be removed and replaced with a junction structure. Proposed piping in Avenue M will redirect drainage from the new junction structure to the proposed basin on the northeast corner of Avenue M and 32nd Street West. Overflow from the basin will outlet onto 32nd Street West and revert to sheet flow prior to leaving the dedicated right-of-way.,https://ceqanet.opr.ca.gov/2010091067/2,Avenue M Drainage Basin,Sarah Rains,"DFG, South Coast Region",N/A,,3883 Ruffin Road,,San Diego,CA,92123,8054982385,,Lancaster,Los Angeles,,Avenue M and 32nd Street West,93536,11.7,3109-002-121,Hwy 14,,,,,,,,,,,,,,DFG                                                             ,No,11/4/2011,No,No,Yes,,Yes,,No,No,"City of Lancaster
Planning Department
44933 North Fern Avenue
Lancaster, CA 93534"
2011081057,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 11-06 (Desert Sun Ranch),MND,8/16/2011,,"The proposed project is a generating capacity of 20 megawatt (MW), photovoltaic solar electric generating facility located on approximately 60 acres of previously disturbed fallow land in the City of Lancaster.  The proposed project would employ photovoltaic (PV) modules that convert sunlight into electrical energy without use of heat transfer fluid or cooling water.  The facility would include a short, 66-kilovolt generation-tie line for interconnecting the electrical output of the proposed project in the regional transmission system.  This line would connect the northern edge of the project site to Southern CA Edison's Piute Substation.",https://ceqanet.opr.ca.gov/2011081057,Conditional Use Permit 11-06 (Desert Sun Ranch),Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"East Avenue J, 95th Street East, 93rd Street East, East Avenue J-8",93535,60,3376-024-005,,,,No,8/16/2011,9/14/2011,Other,Use Permit,"Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Flood Plain/Flooding, Hydrology/Water Quality, Noise",,,,,,,,,,,,,,,,,
2011081058,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 11-05 (Antelope Big Sky Ranch),MND,8/16/2011,,"The proposed project is a 20 megawatt (MW), photovoltaic solar electric generating facility located on approximately 39 acres of previously undisturbed land in the City of Lancaster.  The proposed project would employ photovoltaic (PV) modules that convert sunlight into electrical energy without use of heat transfer fluid or cooling water.  The facility would include a 66 kilovolt (kV) generation-tie line for interconnecting the electrical output of the project to SCE's existing electrical infrastructure.",https://ceqanet.opr.ca.gov/2011081058,Conditional Use Permit 11-05 (Antelope Big Sky Ranch),Jocelyn Swain,City of Lancaster,N/A,,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"80th Street West, Avenue J",93536,39,"3203-023-001, 3203-023-002",,,,No,8/16/2011,9/14/2011,Other,Use Permit,"Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Geology/Soils, Hazards & Hazardous Materials, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Vegetation",,,,,,,,,,,,,,,,,
2011081047,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 11-03 (Lancaster Dry Farm Ranch/Rodeo Solar Ranch),MND,8/15/2011,,"The proposed project is a 10 MW, photovoltaic solar electric generating facility located on approximately 67 acres of previously disturbed agricultural and fallow land in the City of Lancaster.  The proposed project would employ photovoltaic (PV) modules that convert sunlight into electrical energy without use of heat transfer fluid or cooling water.  The facility would include a 12.47 kilovolt generation-tie line for interconnecting the electrical output of the project to the regional transmission system.  This line would connect the project site to the Del Sur Substation at the southeast corner of 90th Street West and Avenue H.",https://ceqanet.opr.ca.gov/2011081047,Conditional Use Permit 11-03 (Lancaster Dry Farm Ranch/Rodeo Solar Ranch),Jocelyn Swain,City of Lancaster,N/A,,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,90th Street West and Avenue H,93536,67,"3219-018-015, -016, -024",,,,Yes,8/15/2011,9/13/2011,Other,Use Permit,"Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Hydrology/Water Quality, Land Use/Planning, Noise, Public Services, Transportation",,,,,,,,,,,,,,,,,
2011081043,"Lancaster, City of",City of Lancaster,,Absolutely Solar - Conditional Use Permit 11-02,MND,8/12/2011,,The proposed project consists of the construction and operation of a 3.4 megawatt (MW) photovoltaic (PV) solar electric generating facility. The proposed project consists of rows of photovoltaic panels on single axis trackers. These photovoltaic panels covert sunlight directly into electrical energy without the use of heat transfer fluid or cooling water. Two covered patio-type structures are located in the center portion of the project site and contain the solar equipment and transformers. These structures would not be occupied. A 20-foot wide perimeter road would be provided around the entire site. A chain-link fence would surround the project site and a 10-foot landscaped area would be provided between the fence and property line except on the eastern edge.,https://ceqanet.opr.ca.gov/2011081043,Absolutely Solar - Conditional Use Permit 11-02,Jocelyn Swain,City of Lancaster,N/A,,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"90th Street West, Avenue K-8, Avenue K-12",93536,17.74,"3248-018-013, -014, -015, -027, -026, & -028",,California Aqueduct,,Yes,8/12/2011,9/12/2011,Other,Use Permit,"Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Hydrology/Water Quality, Noise, Transportation",,,,,,,,,,,,,,,,,
2011071013,"Lancaster, City of",City of Lancaster,,Avenue I & 20th Street East Drainage Improvements (PWCP 10-010),MND,7/6/2011,,"The proposed project involves the construction of drainage improvements (PWCP 10-010) at the intersection of 20th Street East and Avenue I.  These improvements are necessary to prevent and reduce the seasonal flooding within Tract No. 60044.  Specifically, these improvements include the installation of a drainage basin at the northwest corner, re-routing catch basins and local drainage facilities from the existing master plan drainage facility at 20th Street East to the basin and the installation of pumps and a weir structure to drain the basin.  An existing earthen swale will be regarded to ensure positive drainage to the north.  The basin will also be fenced.",https://ceqanet.opr.ca.gov/2011071013,Avenue I & 20th Street East Drainage Improvements (PWCP 10-010),Jocelyn Swain,City of Lancaster,N/A,,44933 Fern Avenue,,Lancaster,CA,93534,6617236249,,Lancaster,Los Angeles,,20th Street East & Avenue I,93535,4.03,3176-021-069,,,,Yes,7/6/2011,8/4/2011,Other,,"Biological Resources, Drainage/Absorption",,,,,,,,,,,,,,,,,
2011051064,"Lancaster, City of",City of Lancaster,,Tentative Tract Map No. 69124,MND,5/23/2011,,A subdivision of two parcels into four lots and the construction and occupancy of two single family dwellings in addition to the two existing single family dwellings in the SRR zone.,https://ceqanet.opr.ca.gov/2011051064,Tentative Tract Map No. 69124,Jocelyn Swain,City of Lancaster,N/A,,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,35th Street West & Avenue L-10,93536,5.08,"3109-002-108, -109, -110, -111",Hwy 14,,,Yes,5/23/2011,6/21/2011,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Hydrology/Water Quality, Noise, Public Services, Transportation",,,,,,,,,,,,,,,,,
2010121034,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 10-23/Zone Change 10-03,MND,12/10/2010,,The proposed project consists of the construction and operation of a 1.5 megawatt photovolatic (PV) solar electric generating facility. The proposed project consists of rows of photovoltaic panels on single axis trackers with three inventers in the middle of the project site. These photovoltaic panels convert sunlight directly into electricity without the use of heat transfer fluid or cooling water. The project would tie into the transmission lines that run along 40th Street East. A chain-link fence would surround the project site and a 10 ft landscape area would be provided between the fence and property line to screen the development from the surrounding uses. Access to the project site would provided via a gate on 40th Street.,https://ceqanet.opr.ca.gov/2010121034,Conditional Use Permit 10-23/Zone Change 10-03,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,40th Street East/ Avenue K-8,93535,20,3170-009-011,,Air Force Plant 42,,No,12/10/2010,1/10/2011,Other,"Rezone, Use Permit","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Noise, Transportation",,,,,,,,,,,,,,,,,
2010111067,"Lancaster, City of",City of Lancaster,,Tentative Tract Map No. 69992,MND,11/18/2010,,A subdivision for the 8 single family lots in the SRR zone.,https://ceqanet.opr.ca.gov/2010111067,Tentative Tract Map No. 69992,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"future 37th Street West, Avenue L-10 and Avenue L-12",93536,5.08,3109-002-059,Hwy 14,,,Yes,11/18/2010,12/17/2010,Residential,"Land Division (Subdivision, etc.)","Air Quality, Biological Resources, Cultural Resources, Flood Plain/Flooding, Public Services, Transportation",,,,,,,,,,,,,,,,,
2010101046,"Lancaster, City of",City of Lancaster,,"Beautiful Earth Solar Project (CUP 10-22, GPA 10-01, ZC 10-02)",MND,10/14/2010,,"Construction of a PV solar generating facility on 180 acres. Facility would consist of two 19 MW fields. Also requesting a General Plan Amendment to change the designation to NU (Non Urban Residential) and Zone Change to change zoning to RR2.5 (rural residential, one dwelling unit 2.5 acres)",https://ceqanet.opr.ca.gov/2010101046,"Beautiful Earth Solar Project (CUP 10-22, GPA 10-01, ZC 10-02)",Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"80th Street West, 90th Street West, Avenue H",93536,180,Various,,,,Yes,10/14/2010,11/12/2010,Other,"General Plan Amendment, Rezone, Use Permit","Aesthetics, Agriculture and Forestry Resources, Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Geology/Soils, Hazards & Hazardous Materials, Land Use/Planning, Noise, Public Services, Transportation",,,,,,,,,,,,,,,,,
2010091067,"Lancaster, City of",City of Lancaster,,Avenue M Drainage Basin,MND,9/23/2010,,The existing storm drain in 30th Street West currently outlets onto undeveloped Paraclete High School property at the northwest corner of Avenue M and 30th Street West. This outlet will be removed and replaced with a junction structure. Proposed piping in Avenue M will redirect drainage from the new junction structure to the proposed basin on the northeast corner of Avenue M and 32nd Street West. Overflow from the basin will outlet onto 32nd Street West and revert to sheet flow prior to leaving the dedicated right-of-way.,https://ceqanet.opr.ca.gov/2010091067,Avenue M Drainage Basin,Jocely Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,Avenue M and 32nd Street West,93536,11.7,3109-002-121,Hwy 14,,,Yes,9/23/2010,10/22/2010,Other,,"Air Quality, Biological Resources, Cultural Resources, Hydrology/Water Quality, Noise, Transportation",,,,,,,,,,,,,,,,,
2009111071,"Lancaster, City of",City of Lancaster,,Tentative Parcel Map 66115,MND,8/30/2010,,"NOTE: Revised MND

A subdivision for 45 industrial lots.",https://ceqanet.opr.ca.gov/2009111071/2,Tentative Parcel Map 66115,Jocelyn Swain,City of Lancaster,N/A,,44933 N. Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,,"Sierra Highway, Avenue L-4",93534,49.15,3128-008-008,Hwy 14,Amargosa Creek,USAF Plant 42,Yes,8/30/2010,9/28/2010,Industrial,"Land Division (Subdivision, etc.)","Air Quality, Biological Resources, Cultural Resources, Noise, Solid Waste, Transportation, Wetland/Riparian",,,,,,,,,,,,,,,,,
